句子,喜歡,憤怒,難過,驚訝,害怕,無表情
小鵝跟在後頭走,0,0,0,0,0,1
野草地 　小花多,0,0,0,0,0,1
小鵝看花不想走,0,0,0,0,0,1
鵝媽媽　輕輕說,0,0,0,0,0,1
別看花　向前走,0,0,0,0,0,1
小河彎彎在前頭,0,0,0,0,0,1
戲弄綠波真快樂,1,0,0,0,0,0
第四課 童詩兩首,0,0,0,0,0,1
(二),0,0,0,0,0,1
我有一個洋娃娃哇.,0,0,0,0,0,1
腿兒長長　眼睛大,0,0,0,0,0,1
好像我的小妹妹,0,0,0,0,0,1
我哭了　她也哭,0,0,1,0,0,0
開心時候哈哈笑,1,0,0,0,0,0
她也跟我笑哈哈,1,0,0,0,0,0
第一課 認識同學,0,0,0,0,0,1
這學期,0,0,0,0,0,1
我升上二年級,0,0,0,0,0,1
班上來了一位新老師。,0,0,0,0,0,1
開學第一天,0,0,0,0,0,1
老師要認識我們,0,0,0,0,0,1
請我們上台,0,0,0,0,0,1
說出自己的姓名,0,0,0,0,0,1
還有自己喜歡做的事。,1,0,0,0,0,0
以前,0,0,0,0,0,1
我很怕上台,0,0,0,0,1,0
只要一上台,0,0,0,0,0,1
就怕得說不出話來。,0,0,0,0,1,0
今天輪到我上台的時候,0,0,0,0,0,1
我的心跳得好快。我吸了一口氣,0,0,0,0,0,1
慢慢的說出我的姓名、家裡有幾個人,0,0,0,0,0,1
還說我最喜歡的事。,1,0,0,0,0,0
我下台時,0,0,0,0,0,1
老師對我說：「小方,0,0,0,0,0,1
你說得很清楚。」我很高興,1,0,0,0,0,0
以後我不怕上台了。,0,0,0,0,0,1
第七課 我的中文學校,0,0,0,0,0,1
我生長在泰國北部,0,0,0,0,0,1
爺爺從中國大陸來到這裡。,0,0,0,0,0,1
這裡有很多爺爺的朋友,0,0,0,0,0,1
他們以前是軍人,0,0,0,0,0,1
現在他們種果樹、種茶葉,0,0,0,0,0,1
把這裡當成了自己的家鄉。,0,0,0,0,0,1
老爺爺們為了讓子孫有機會學中文,0,0,0,0,0,1
所以在這裡辦了華文學校,0,0,0,0,0,1
請老師來教我們中文。,0,0,0,0,0,1
第三課 雙手和大腦,0,0,0,0,0,1
人有兩件寶,0,0,0,0,0,1
雙手和大腦。,0,0,0,0,0,1
巧妙的雙手會做事,0,0,0,0,0,1
聰明的大腦會思考。,0,0,0,0,0,1
人有兩件寶,0,0,0,0,0,1
雙手和大腦。,0,0,0,0,0,1
動手不動腦,0,0,0,0,0,1
事情一定做不好。,0,0,0,0,0,1
動手又動腦,0,0,0,0,0,1
創造成果才美好。,0,0,0,0,0,1
人有兩件寶,0,0,0,0,0,1
雙手和大腦。,0,0,0,0,0,1
多用雙手和大腦,0,0,0,0,0,1
生活快樂沒煩惱。,1,0,0,0,0,0
第九課 農家樂,0,0,0,0,0,1
風兒輕輕吹,0,0,0,0,0,1
鳥兒低低飛。,0,0,0,0,0,1
一方方的水田,0,0,0,0,0,1
映著藍天,0,0,0,0,0,1
一片片的菜園,0,0,0,0,0,1
青綠新鮮。,0,0,0,0,0,1
農村風光,0,0,0,0,0,1
美麗得像一幅圖畫。,0,0,0,0,0,1
你除草,0,0,0,0,0,1
我耕田,0,0,0,0,0,1
你插秧,0,0,0,0,0,1
我澆水。,0,0,0,0,0,1
種田人家不怕苦,0,0,0,0,0,1
天天努力忙耕種,0,0,0,0,0,1
年年都有好收成,0,0,0,0,0,1
家家戶戶都快樂！,1,0,0,0,0,0
第二課 山羊長大了,0,0,0,0,0,1
小山羊到河邊去喝水,0,0,0,0,0,1
從水裡看見自己的倒影。,0,0,0,0,0,1
小山羊看見自己的頭上有了一對小角,0,0,0,0,0,1
下巴長出一些小鬍子,0,0,0,0,0,1
小山羊高興的跑來跑去。,1,0,0,0,0,0
小山羊到山裡,0,0,0,0,0,1
遇見了鹿公公,0,0,0,0,0,1
對鹿公公說：「你看我,0,0,0,0,0,1
像你一樣,0,0,0,0,0,1
長出一對角,0,0,0,0,0,1
我要變成大山羊了。」,0,0,0,0,0,1
小山羊看見了貓伯伯,0,0,0,0,0,1
也高興的對貓伯伯說：「你看我,1,0,0,0,0,0
我像你一樣,0,0,0,0,0,1
長出鬍子,0,0,0,0,0,1
我要變成大山羊了。」,0,0,0,0,0,1
小山羊很高興,1,0,0,0,0,0
自己快要變成大山羊了。,0,0,0,0,0,1
第五課 截竿進城,0,0,0,0,0,1
有一個人拿著一根長竹竿要進城。,0,0,0,0,0,1
他到了城門口,0,0,0,0,0,1
發現城門太窄,0,0,0,0,0,1
不夠寬。,0,0,0,0,0,1
他把竹竿直著拿,0,0,0,0,0,1
進不了門；橫著拿,0,0,0,0,0,1
也進不了門。,0,0,0,0,0,1
他坐在地上,0,0,0,0,0,1
不知怎麼辦才好。,0,0,0,0,0,1
過了一會兒,0,0,0,0,0,1
來了一個老頭子,0,0,0,0,0,1
老頭子看見這個人坐在地上,0,0,0,0,0,1
就問他怎麼回事？,0,0,0,0,0,1
這個人告訴老頭子,0,0,0,0,0,1
竹竿進不了城門。,0,0,0,0,0,1
老頭子說：「你為什麼不把竹竿截斷？竹竿變短了,0,0,0,0,0,1
就可以進城了。」,0,0,0,0,0,1
這個人聽了老頭的話,0,0,0,0,0,1
覺得很有道理,0,0,0,0,0,1
就把竹竿斷成一截一截,0,0,0,0,0,1
走進城去。,0,0,0,0,0,1
但是這一截一截的竹竿,0,0,0,0,0,1
已經不能用了。,0,0,0,0,0,1
第八課 我有一本字典,0,0,0,0,0,1
昨天叔叔送我一本書。,0,0,0,0,0,1
我很好奇的問：「這是什麼書？」,0,0,0,0,0,1
叔叔說：「這是一本字典,0,0,0,0,0,1
字典就像是你的老師,0,0,0,0,0,1
它可以教你認識很多的字。」,0,0,0,0,0,1
叔叔還教我查字典,0,0,0,0,0,1
他說查字典的方法很多,0,0,0,0,0,1
可以找「部首」,0,0,0,0,0,1
可以查「注音」,0,0,0,0,0,1
還可以算字的筆畫數。,0,0,0,0,0,1
當我不知道「瓢」是什麼意思,0,0,0,0,0,1
我就用叔叔教我的方法練習,0,0,0,0,0,1
先找到了右邊的「瓜部」,0,0,0,0,0,1
再數一數左邊有十一畫,0,0,0,0,0,1
我很快就找到了。,0,0,0,0,0,1
我好高興,1,0,0,0,0,0
因為我多了一位好老師。,0,0,0,0,0,1
第六課 紅花與眼花,0,0,0,0,0,1
有一天,0,0,0,0,0,1
小方讀著書裡的句子：「光線太強,0,0,0,0,0,1
我們容易眼花。」,0,0,0,0,0,1
小方回頭問爸爸：「什麼叫眼花？它是一種花嗎？」,0,0,0,0,0,1
爸爸說：「眼花不是花的名字子,0,0,0,0,0,1
它是指眼睛看不清楚。」,0,0,0,0,0,1
原來有「花」的詞語,0,0,0,0,0,1
並不一定是「花」,0,0,0,0,0,1
好像：姐姐的「花衣裳」很漂亮。,0,0,0,0,0,1
奶奶的頭髮「花白」了。,0,0,0,0,0,1
媽媽「花了」兩天的時間,0,0,0,0,0,1
才把衣服做好。,0,0,0,0,0,1
爺爺有「老花」眼鏡。,0,0,0,0,0,1
小方知道了,0,0,0,0,0,1
讀書時要清楚每一個詞語,0,0,0,0,0,1
才能學好中文。,0,0,0,0,0,1
第十一課 馬上小猴,0,0,0,0,0,1
有一隻做事很慢的小猴,0,0,0,0,0,1
有人找他做事,0,0,0,0,0,1
他的回答總是：「好！馬上。」但是身子一動也不動。,0,0,0,0,0,1
有一天,0,0,0,0,0,1
小猴看到蝴蝶從他眼前飛過,0,0,0,0,0,1
他想抓蝴蝶,0,0,0,0,0,1
可是怎麼也抓不到。,0,0,0,0,0,1
他對媽媽說：「媽媽,0,0,0,0,0,1
快幫我抓蝴蝶。」,0,0,0,0,0,1
媽媽想了一下,0,0,0,0,0,1
說：「好！馬上。」可是手也不動一下。,0,0,0,0,0,1
小猴看到蝴蝶飛走了,0,0,0,0,0,1
很傷心,0,0,1,0,0,0
坐在地上大哭。,0,0,1,0,0,0
這時地上的樹枝把他弄痛了,0,0,0,0,0,1
他大聲叫：「媽媽！快來,0,0,0,0,0,1
我好痛喔！」這時媽媽才慢慢的去幫忙。,0,0,0,0,0,1
小猴知道自己錯了。,0,0,0,0,0,1
從此以後,0,0,0,0,0,1
小猴說了「馬上」,0,0,0,0,0,1
就會馬上去做。,0,0,0,0,0,1
第十三課 家,0,0,0,0,0,1
愛唱歌的鳥兒,0,0,0,0,0,1
樹上有個窩,0,0,0,0,0,1
那是他舒服的家。,0,0,0,0,0,1
可憐的風沒有家,0,0,0,0,0,1
東跑西跑,0,0,0,0,0,1
找不到休息的地方。,0,0,0,0,0,1
飄動的雲,0,0,0,0,0,1
也沒有家,0,0,0,0,0,1
只能到處去流浪。,0,0,0,0,0,1
我們一生下來,0,0,0,0,0,1
就有一個溫暖的家,0,0,0,0,0,1
家裡充滿了愛。,1,0,0,0,0,0
爸爸媽媽照顧我們,0,0,0,0,0,1
爺爺奶奶都愛我們,0,0,0,0,0,1
我們需要一個溫暖的家。,0,0,0,0,0,1
第十二課 螞蟻和蚱蜢,0,0,0,0,0,1
秋天到了,0,0,0,0,0,1
天氣慢慢變冷,0,0,0,0,0,1
樹上的小鳥停止唱歌,0,0,0,0,0,1
出去找食物,0,0,0,0,0,1
螞蟻也勤勞的工作,0,0,0,0,0,1
準備食物。,0,0,0,0,0,1
冬天到了,0,0,0,0,0,1
螞蟻在家,0,0,0,0,0,1
吃著夏天和秋天準備好的食物。,0,0,0,0,0,1
這時有一隻飢餓的蚱蜢,0,0,0,0,0,1
沒有力氣的爬過來,0,0,0,0,0,1
他請螞蟻分一些食物給他。,0,0,0,0,0,1
螞蟻問：「整個夏天和秋天,0,0,0,0,0,1
我一直忙著找食物,0,0,0,0,0,1
你在做什麼？」,0,0,0,0,0,1
蚱蜢不好意思的說：「夏天很美好,0,0,0,0,0,1
我在唱歌跳舞。」,0,0,0,0,0,1
螞蟻說：「這些食物都是我辛苦找來的,0,0,0,0,0,1
怎麼可以給你呢？」,0,0,0,0,0,1
在寒冷的冬天裡,0,0,0,0,0,1
蚱蜢只能有氣無力的倒在雪地裡了。,0,0,0,0,0,1
第十五課 帕當看日出,0,0,0,0,0,1
這個星期天,0,0,0,0,0,1
媽媽帶我和妹妹去帕當看日出。,0,0,0,0,0,1
一大早,0,0,0,0,0,1
我們穿上大衣,0,0,0,0,0,1
戴上帽子,0,0,0,0,0,1
還圍上了媽媽為我們做的圍巾,0,0,0,0,0,1
我們在黑暗中,0,0,0,0,0,1
跟著媽媽上山。,0,0,0,0,0,1
到了山上,0,0,0,0,0,1
已經有很多人站在高台上,0,0,0,0,0,1
大家都等著看日出。,0,0,0,0,0,1
不久,0,0,0,0,0,1
天空慢慢亮了起來,0,0,0,0,0,1
天上的雲翻動著,0,0,0,0,0,1
好像大海裡的浪花。,0,0,0,0,0,1
媽媽說：「快看！」我的眼睛盯著雲海,0,0,0,0,0,1
很快的,0,0,0,0,0,1
一個紅色的小球,0,0,0,0,0,1
從雲裡跳出來。才一眨眼,0,0,0,0,0,1
太陽就升得好高,0,0,0,0,0,1
金色的陽光照著大地,0,0,0,0,0,1
大地變成了彩色的世界了。,0,0,0,0,0,1
第十四課 拜年,0,0,0,0,0,1
大年初一早上,0,0,0,0,0,1
我和弟弟還在睡覺,0,0,0,0,0,1
就被炮竹聲吵醒了。,0,0,0,0,0,1
媽媽說：「今天是初一,0,0,0,0,0,1
我們要穿上新衣服,0,0,0,0,0,1
先跟爺爺、奶奶拜年。」,0,0,0,0,0,1
我們向爺爺奶奶拜年,0,0,0,0,0,1
祝他們快樂。,1,0,0,0,0,0
爺爺給了我一個紅包。,0,0,0,0,0,1
我們又向爸爸媽媽拜年,0,0,0,0,0,1
爸爸媽媽也給我們紅包。,0,0,0,0,0,1
吃過早飯,0,0,0,0,0,1
爸爸帶我和弟弟去向李爺爺、張奶奶拜年。,0,0,0,0,0,1
李爺爺家的門口貼了春聯,0,0,0,0,0,1
房裡也貼了很多的「福」字和「春」字,0,0,0,0,0,1
看起來喜氣洋洋的。,1,0,0,0,0,0
李爺爺對我們說：「新年到了,0,0,0,0,0,1
你們長大了一歲,0,0,0,0,0,1
以後要更懂事,0,0,0,0,0,1
更用功了。」,0,0,0,0,0,1
第十課 小老鼠救獅子,0,0,0,0,0,1
有一隻小老鼠看見獅子睡著了,0,0,0,0,0,1
就爬到獅子身上玩,0,0,0,0,0,1
把獅子吵醒了。,0,1,0,0,0,0
獅子很生氣,0,1,0,0,0,0
用爪子把小老鼠捉住。,0,0,0,0,0,1
小老鼠非常害怕,0,0,0,0,1,0
一邊哭一邊說：「獅大王,0,0,1,0,0,0
請不要吃我,0,0,0,0,0,1
我這麼小,0,0,0,0,0,1
你吃不飽的,0,0,0,0,0,1
請你放了我吧！」,0,0,0,0,0,1
獅子看小老鼠哭得很可憐,0,0,1,0,0,0
就放了他。,0,0,0,0,0,1
後來獅子掉進一張網子裡出不來,0,0,0,0,0,1
小老鼠看到了,0,0,0,0,0,1
小聲的對獅子說：「獅大王,0,0,0,0,0,1
你不要怕,0,0,0,0,1,0
我來救你了。」,0,0,0,0,0,1
小老鼠用他尖利的牙,0,0,0,0,0,1
很快的把網子咬斷了,0,0,0,0,0,1
獅子從網子裡出來,0,0,0,0,0,1
對小老鼠說：「真是謝謝你！」,0,0,0,0,0,1
第四課 一顆種子,0,0,0,0,0,1
有一天,0,0,0,0,0,1
在泥土裡的種子醒來了,0,0,0,0,0,1
他覺得土裡很暖和,0,0,0,0,0,1
就用力的伸出雙手。,0,0,0,0,0,1
一下子,0,0,0,0,0,1
就從泥土裡長出來了。,0,0,0,0,0,1
小種子從土裡出來,0,0,0,0,0,1
看見光明的世界,0,0,0,0,0,1
原來外面這麼漂亮。,0,0,0,0,0,1
不久,0,0,0,0,0,1
下雨了,0,0,0,0,0,1
種子努力的喝水,0,0,0,0,0,1
覺得很舒服。,1,0,0,0,0,0
他挺直身子,0,0,0,0,0,1
抬起頭來,0,0,0,0,0,1
又吸了幾口新鮮的空氣,0,0,0,0,0,1
他覺得身子更高了。,0,0,0,0,0,1
種子很認真的喝水,0,0,0,0,0,1
呼吸新鮮空氣,0,0,0,0,0,1
還伸出小葉子晒太陽。,0,0,0,0,0,1
一天又一天,0,0,0,0,0,1
種子就長成一棵小樹了。,0,0,0,0,0,1
第一課 小松樹長大了,0,0,0,0,0,1
小松樹一天天長高了。,0,0,0,0,0,1
有一天,0,0,0,0,0,1
他伸出手臂,0,0,0,0,0,1
挺直身子,0,0,0,0,0,1
仔細看看四周。,0,0,0,0,0,1
他看見身旁有一棵老松樹,0,0,0,0,0,1
小松樹對老松樹說：「老伯伯,0,0,0,0,0,1
你長得好高好大啊！」,0,0,0,0,0,1
老松樹說：「將來你也會長得像我一樣高大。」,0,0,0,0,0,1
過了幾天,0,0,0,0,0,1
忽然下大雨,0,0,0,1,0,0
大雨打在小松樹身上,0,0,0,0,0,1
小松樹好害怕,0,0,0,0,1,0
他對老松樹說：「好可怕啊！」,0,0,0,0,1,0
老松樹說：「不用怕！這只是大雨,0,0,0,0,0,1
雨水可以使你長得更高更大。」,0,0,0,0,0,1
不久,0,0,0,0,0,1
又有大風,0,0,0,0,0,1
小松樹被吹得東倒西歪,0,0,0,0,0,1
他害怕的叫著：「可怕的大風啊！要把我吹斷了。」,0,0,0,0,1,0
老松樹聽到小松樹的叫聲,0,0,0,0,0,1
就堅定的對小松樹說：「勇敢一點,0,0,0,0,0,1
要不怕風,0,0,0,0,0,1
不怕雨,0,0,0,0,0,1
將來才能長得高又大。」,0,0,0,0,0,1
第七課 母親像太陽,0,0,0,0,0,1
母親像太陽一樣,0,0,0,0,0,1
發出愛的光芒。,0,0,0,0,0,1
太陽守候著大地,0,0,0,0,0,1
讓萬物滋長,0,0,0,0,0,1
您卻守候著家園,0,0,0,0,0,1
讓我們茁壯。,0,0,0,0,0,1
為了家裡溫暖,0,0,0,0,0,1
您不怕風霜。,0,0,0,0,0,1
母親,0,0,0,0,0,1
您真偉大！,0,0,0,0,0,1
母親像太陽一樣,0,0,0,0,0,1
溫暖又善良。,0,0,0,0,0,1
太陽照耀著大地,0,0,0,0,0,1
讓萬物生長。,0,0,0,0,0,1
您卻照耀著家園,0,0,0,0,0,1
讓我們堅強。,0,0,0,0,0,1
為了我們平安成長,0,0,0,0,0,1
您不怕困難阻擋,0,0,0,0,0,1
母親,0,0,0,0,0,1
您聖潔的情懷,0,0,0,0,0,1
讓我永遠難忘！,0,0,0,0,0,1
第三課 賞鳥去,0,0,0,0,0,1
今天,0,0,0,0,0,1
爸爸帶我去賞鳥,0,0,0,0,0,1
爸爸說春天來了,0,0,0,0,0,1
北方的候鳥就會到這裡過冬。,0,0,0,0,0,1
大肚溪口有一大片溼地,0,0,0,0,0,1
生長著許多小魚、小蝦,0,0,0,0,0,1
到了春天,0,0,0,0,0,1
成千上萬的候鳥就會到這裡過冬。,0,0,0,0,0,1
到了大肚溪口,0,0,0,0,0,1
已經有很多人在海邊了。他們手裡拿著望遠鏡,0,0,0,0,0,1
靜靜的望著遠方的鳥群。,0,0,0,0,0,1
弟弟也拿起望遠鏡,0,0,0,0,0,1
一邊看一邊說：「爸爸,0,0,0,0,0,1
我看到好多鳥哦！」,0,0,0,0,0,1
爸爸說：「鳥兒很容易受到驚嚇,0,0,0,0,1,0
所以說話要小聲一點。」,0,0,0,0,0,1
我們看到候鳥成群結隊的在天上飛,0,0,0,0,0,1
真是好看！,0,0,0,0,0,1
爸爸說：「等到天暖了,0,0,0,0,0,1
這些候鳥又會飛回他們的故鄉了。」,0,0,0,0,0,1
第九課 釣魚,0,0,0,0,0,1
今天是晴天,0,0,0,0,0,1
吃過午飯,0,0,0,0,0,1
叔叔帶我到河邊釣魚。,0,0,0,0,0,1
到了河邊,0,0,0,0,0,1
看叔叔準備魚竿,0,0,0,0,0,1
開始釣魚。,0,0,0,0,0,1
等了很久,0,0,0,0,0,1
魚竿都沒有動靜。我不耐煩的在河邊走來走去。,0,1,0,0,0,0
一會兒,0,0,0,0,0,1
魚竿動起來了,0,0,0,0,0,1
叔叔說：「你看！魚上鉤了。」,0,0,0,0,0,1
只見叔叔慢慢拉線,0,0,0,0,0,1
一條魚就釣上來了。,0,0,0,0,0,1
我看了很心動,0,0,0,0,0,1
對叔叔說：「我也來試試看！」,0,0,0,0,0,1
叔叔對我說：「釣魚要有耐心,0,0,0,0,0,1
你慢慢等,0,0,0,0,0,1
魚兒就會上鉤了。」,0,0,0,0,0,1
我聽了叔叔的話,0,0,0,0,0,1
把魚竿放進水裡,0,0,0,0,0,1
耐心的等著,0,0,0,0,0,1
不久,0,0,0,0,0,1
果然有魚兒上鉤了,0,0,0,0,0,1
我把跳動的魚兒拉起來,0,0,0,0,0,1
哇！我竟然釣了一條又肥又大的魚。,0,0,0,1,0,0
第二課 繞口令,0,0,0,0,0,1
小方一回家,0,0,0,0,0,1
就得意的對哥哥說：「今天老師教我們繞口令,0,0,0,0,0,1
我已經記住了。」,0,0,0,0,0,1
哥哥說：「念給我聽一聽！」,0,0,0,0,0,1
小方說：「門外有四十四隻獅子,0,0,0,0,0,1
不知是四十四隻死獅子,0,0,0,0,0,1
還是四十四隻石獅子？」,0,0,0,0,0,1
媽媽說：「你們在說什麼啊？又是四,0,0,0,0,0,1
又是死的？」,0,0,0,0,0,1
小方笑著說：「我在念繞口令,1,0,0,0,0,0
這是很難念的句子,0,0,0,0,0,1
因為四、十、獅、石、死的聲音都很像,0,0,0,0,0,1
要知道它是不是翹舌音,0,0,0,0,0,1
才能念得清楚。」,0,0,0,0,0,1
哥哥聽了也說了一段：「吃葡萄不吐葡萄皮,0,0,0,0,0,1
不吃葡倒吐葡萄皮。」,0,0,0,0,0,1
媽媽笑著說：「你們都念得很清楚,1,0,0,0,0,0
繞口令真好玩！」,1,0,0,0,0,0
第五課 包粽子,0,0,0,0,0,1
華人有一個節日叫「端午節」。,0,0,0,0,0,1
端午節這天,0,0,0,0,0,1
人們有很多活動,0,0,0,0,0,1
有划龍舟,0,0,0,0,0,1
有立蛋,0,0,0,0,0,1
還有包粽子。,0,0,0,0,0,1
媽媽每年都會包很多粽子,0,0,0,0,0,1
送給爺爺、 奶奶和外公。,0,0,0,0,0,1
包粽子前,0,0,0,0,0,1
媽媽到山上摘竹葉,0,0,0,0,0,1
用竹葉包粽子,0,0,0,0,0,1
可以煮出一種特有的香味。,0,0,0,0,0,1
媽媽包的粽子,0,0,0,0,0,1
除了口味不同,0,0,0,0,0,1
還可以包出不同形狀的粽子,0,0,0,0,0,1
有長形的豆沙粽,0,0,0,0,0,1
還有四角形的肉粽。,0,0,0,0,0,1
我喜歡端午節,1,0,0,0,0,0
可以在家吃到媽媽做的粽子。,0,0,0,0,0,1
第八課 清邁夜市,0,0,0,0,0,1
清邁是泰國的第二大城,0,0,0,0,0,1
這裡風景很美,0,0,0,0,0,1
是觀光客喜歡來的地方。,1,0,0,0,0,0
清邁有一個最吸引人的地方,0,0,0,0,0,1
就是夜市。,0,0,0,0,0,1
到了晚上,0,0,0,0,0,1
有一條長長的街道,0,0,0,0,0,1
街道兩旁燈火明亮,0,0,0,0,0,1
好像一條五彩的大河,0,0,0,0,0,1
一些來自世界各地的外國人,0,0,0,0,0,1
他們都開心的逛街。,1,0,0,0,0,0
夜市裡有好吃的泰國食物,0,0,0,0,0,1
有新奇的木雕和漂亮的染布,0,0,0,0,0,1
觀光客的眼光都被這些東西吸引了。,0,0,0,0,0,1
從國外來的觀光客有的逛夜市,0,0,0,0,0,1
有的坐在屋外,0,0,0,0,0,1
吃著泰國的小點心,0,0,0,0,0,1
看著街上來來往往的人,0,0,0,0,0,1
還有更多的人站在河邊看夜景,0,0,0,0,0,1
他們臉上充滿了笑容。,1,0,0,0,0,0
第六課 快樂的一天,1,0,0,0,0,0
十月十五日　星期日　晴天,0,0,0,0,0,1
今天天氣很好,0,0,0,0,0,1
大家都忙著晒衣服,0,0,0,0,0,1
忙著打掃家裡。,0,0,0,0,0,1
大姐看到客廳有點兒亂,0,0,0,0,0,1
希望我們一起把家裡整理乾淨。,0,0,0,0,0,1
大姐叫我先把桌椅擦乾淨,0,0,0,0,0,1
再把桌子上的東西放整齊。,0,0,0,0,0,1
她要二姐先掃地,0,0,0,0,0,1
再擦地板。,0,0,0,0,0,1
她自己忙著擦家具。,0,0,0,0,0,1
工作分配好了,0,0,0,0,0,1
大家就一起動手。,0,0,0,0,0,1
我們忙了一個下午,0,0,0,0,0,1
才把客廳整理好。,0,0,0,0,0,1
爸爸回來看見客廳乾乾淨淨,0,0,0,0,0,1
很高興的對我們說：「你們是勤快的小孩,1,0,0,0,0,0
把,0,0,0,0,0,1
事情做得又快又好。」,0,0,0,0,0,1
看到客廳這麼乾淨,0,0,0,0,0,1
又看到爸爸這麼開心,1,0,0,0,0,0
我覺得今天真是快樂的一天！,1,0,0,0,0,0
第十一課 變色的小河,0,0,0,0,0,1
有一條小河,0,0,0,0,0,1
快樂的唱著歌,1,0,0,0,0,0
流過村莊,0,0,0,0,0,1
流過田野。,0,0,0,0,0,1
小河的水很乾淨,0,0,0,0,0,1
河底的小石子看得很清楚。,0,0,0,0,0,1
小魚兒在河裡游來游去,0,0,0,0,0,1
孩子們在河邊玩水,0,0,0,0,0,1
農人用河水來種田。,0,0,0,0,0,1
小河沒有名字,0,0,0,0,0,1
大家都叫他「美麗的小河」。,0,0,0,0,0,1
不知道什麼時候開始,0,0,0,0,0,1
小河邊堆滿了垃圾,0,0,0,0,0,1
河面上漂著許多髒東西,0,0,0,0,0,1
工廠的汙水也流進小河裡。,0,0,0,0,0,1
河水變得又黑又臭,0,0,0,0,0,1
現在看不到河裡的小石子,0,0,0,0,0,1
也看不到小魚兒游來游去,0,0,0,0,0,1
農人更不敢用又黑又臭的河水種田、種菜。大家都叫小河「臭水溝」。,0,0,0,0,0,1
小河覺得自己又臭又髒,0,0,0,0,0,1
一點兒也不快樂,0,0,1,0,0,0
所以再也唱不出快樂的歌了。,0,0,1,0,0,0
第十三課 小時候,0,0,0,0,0,1
一,0,0,0,0,0,1
小時候,0,0,0,0,0,1
我把家裡樓梯下的地方,0,0,0,0,0,1
當作自己的小屋子。,0,0,0,0,0,1
在我的小屋子裡,0,0,0,0,0,1
有我喜歡的石頭,1,0,0,0,0,0
還有我喜歡的瓶子和盒子。,1,0,0,0,0,0
我把這些東西排在我的小屋子裡,0,0,0,0,0,1
好像開一家小店一樣。,0,0,0,0,0,1
二,0,0,0,0,0,1
小時候,0,0,0,0,0,1
我最喜歡下大雨。,1,0,0,0,0,0
大雨剛停,0,0,0,0,0,1
院子裡都是水。,0,0,0,0,0,1
我跟我的朋友都光著腳,0,0,0,0,0,1
穿著短褲,0,0,0,0,0,1
在水裡跑,0,0,0,0,0,1
在水裡跳,0,0,0,0,0,1
在水裡玩紙船。,0,0,0,0,0,1
三,0,0,0,0,0,1
小時候,0,0,0,0,0,1
爸爸常常帶我到海邊玩,0,0,0,0,0,1
我喜歡光著腳踩細沙。,1,0,0,0,0,0
細沙使我的腳底癢癢的。,0,0,0,0,0,1
我還喜歡跟在爸爸後頭,1,0,0,0,0,0
踩著爸爸的大腳印前進。,0,0,0,0,0,1
我常常回頭去看我們踩出來的腳印,0,0,0,0,0,1
一個接一個,0,0,0,0,0,1
越接越長,0,0,0,0,0,1
非常有趣。,1,0,0,0,0,0
第十二課 美麗的寶島,0,0,0,0,0,1
台灣是個好地方。,0,0,0,0,0,1
層層高山多雄壯,0,0,0,0,0,1
周圍都是大海洋,0,0,0,0,0,1
四季如春花兒香。,0,0,0,0,0,1
台東海邊好風光,0,0,0,0,0,1
日月潭水清又涼,0,0,0,0,0,1
阿里山上看朝陽,0,0,0,0,0,1
玉山雪景最漂亮。,0,0,0,0,0,1
人們勤勞又善良,0,0,0,0,0,1
品德高尚懂禮讓,0,0,0,0,0,1
生活和諧多安詳,0,0,0,0,0,1
台灣是個好地方。,0,0,0,0,0,1
第十五課 泰國舞蹈,0,0,0,0,0,1
今天是爺爺七十歲生日。,0,0,0,0,0,1
晚上,0,0,0,0,0,1
爸爸請爺爺到飯店吃飯。,0,0,0,0,0,1
我們一邊吃飯,0,0,0,0,0,1
一邊看舞台上的表演。,0,0,0,0,0,1
舞台上有兩個人在跳舞,0,0,0,0,0,1
他們每根手指都戴上又尖又長的假指甲,0,0,0,0,0,1
頭上戴著寶塔形的帽子,0,0,0,0,0,1
服裝很特別,0,0,0,0,0,1
是用泰絲做的,0,0,0,0,0,1
他們隨著音樂,0,0,0,0,0,1
擺動著手指,0,0,0,0,0,1
看起來全身金光閃閃,0,0,0,0,0,1
非常吸引人。,0,0,0,0,0,1
爺爺說：「泰國的舞蹈很重視手和手指的動作！」,0,0,0,0,0,1
我聽了爺爺的話,0,0,0,0,0,1
張開十根手指頭,0,0,0,0,0,1
對爺爺說：「不行啊！我的手指翹不起來。」,0,0,0,0,0,1
爺爺說：「他們都是經過長時間的練習,0,0,0,0,0,1
才能有這麼漂亮的動作。」,0,0,0,0,0,1
第十四課 滴水穿石,0,0,0,0,0,1
小水滴從竹葉上往下滴,0,0,0,0,0,1
一滴一滴的滴在石階上,0,0,0,0,0,1
石階對小水滴說：「小雨滴,0,0,0,0,0,1
你真小,0,0,0,0,0,1
滴在我身上,0,0,0,0,0,1
不痛也不癢。」,0,0,0,0,0,1
小水滴聽了,0,0,0,0,0,1
對石階說：「你別小看我,0,0,0,0,0,1
雖然每次我只落下一個小水滴,0,0,0,0,0,1
但是只要持之以恆,0,0,0,0,0,1
就可以把你又厚又硬的身體穿透。」,0,0,0,0,0,1
石階聽了水滴的話,0,0,0,0,0,1
哈哈大笑說：「我不相信。小水滴怎麼會把我滴穿呢？」,1,0,0,0,0,0
小雨滴不理石階的話。,0,0,0,0,0,1
