ID,article,que,rule,que_transfer,ans,ans_word
668,父母親_人1 常_d1 對_p1 子女_人2 說_zg1,誰常對子女說,人1 + d1 + p1 + 人2 + zg1,誰 + d1 + p1 + 人2 + zg1,人1,父母親
669,父母親_人1 常_d1 對_p1 子女_人2 說_zg1,父母親常對誰說,人1 + d1 + p1 + 人2 + zg1,人1 + d1 + p1 + 誰 + zg1,人2,子女
670,做人_事1 要_v1 誠實_a1 不要_df1 說_v2 謊_ng1,做什麼事情要誠實，不要說謊,事1 + v1 + a1 + df1 + v2 + ng1,什麼事情 + v1 + a1 + df1 + v2 + ng1,事1,做人
671,老師_人1 也常_d1 對_p1 學生_人2 說_v1,誰也常對學生說?,人1 + d1 + p1 + 人2 + v1,誰 + d1 + p1 + 人2 + v1,人1,老師
672,老師_人1 也常_d1 對_p1 學生_人2 說_v1,老師也常對誰說?,人1 + d1 + p1 + 人2 + v1,人1 + d1 + p1 + 誰 + v1,人2,學生
675,做人_事1 為_p1 什麼_r1 要_v1 誠實_a1,做什麼事情為什麼要誠實?,事1 + p1 + r1 + v1 + a1,什麼 + p1 + r1 + r1 + v1 + a1,事1,做人
676,我_人1 又_d1 問_v1 母親_人2,誰又問母親?,人1 + d1 + v1 + 人2,誰 + d1 + v1 + 人2,人1,我
677,我_人1 又_d1 問_v1 母親_人2,我又問誰?,人1 + d1 + v1 + 人2,人1 + d1 + v1 + 誰,人2,母親
679,做人_事1 能_v1 實實_d1 在_p1 在_p2 不_d2 說謊_事2 不馬虎_i1 他_人1 就_d3 可以_c1 受到_v2 別人_人2 的_uj1 信任_物1,做人能實實在在，不說謊，不馬虎，他就可以受到別人的什麼,事1 + v1 + d1 + p1 + p2 + d2 + 事2 + i1 + 人1 + d3 + c1 + v2 + 人2 + uj1 + 物1,事1 + v1 + d1 + p1 + p1 + d2 + d2 + 事2 + 人1 + d3 + c1 + v2 + 人2 + uj1 + 什麼,物1,信任
680,你_人1 誠實_a1 我_人2 就_d1 喜歡_v1 跟_p1 你_人3 做_v2 朋友_n1,誰誠實，我就喜歡跟你做朋友?,人1 + a1 + 人2 + d1 + v1 + p1 + 人3 + v2 + n1,誰 + a1 + 人2 + d1 + v1 + p1 + 人1 + v2 + n1,人1,你
681,你_人1 誠實_a1 我_人2 就_d1 喜歡_v1 跟_p1 你_人3 做_v2 朋友_n1,你誠實，誰就喜歡跟你做朋友?,人1 + a1 + 人2 + d1 + v1 + p1 + 人3 + v2 + n1,人1 + a1 + 誰 + d1 + v1 + p1 + 人1 + v2 + n1,人2,我
682,你_人1 不_d1 誠實_a1 我_人2 就_d2 不_d3 喜歡_v1 跟_p1 你_人3 做_v2 朋友_n1,誰不誠實，我就不喜歡跟你做朋友,人1 + d1 + a1 + 人2 + d2 + d3 + v1 + p1 + 人3 + v2 + n1,誰 + d1 + a1 + 人2 + d2 + d1 + v1 + p1 + 人1 + v2 + n1,人1,你
683,你_人1 不_d1 誠實_a1 我_人2 就_d2 不_d3 喜歡_v1 跟_p1 你_人3 做_v2 朋友_n1,你不誠實，誰就不喜歡跟你做朋友,人1 + d1 + a1 + 人2 + d2 + d3 + v1 + p1 + 人3 + v2 + n1,人1 + d1 + a1 + 誰 + d2 + d1 + v1 + p1 + 人1 + v2 + n1,人2,我
684,大家_人1 都_d1 喜歡_v1 和_c1 誠實_a1 的_uj1 人_人2 做_v2 朋友_n1,誰都喜歡跟誠實的人做朋友?,人1 + d1 + v1 + c1 + a1 + uj1 + 人2 + v2 + n1,誰 + d1 + v1 + a1 + uj1 + 人2 + v2 + n1,人1,大家
685,大家_人1 都_d1 喜歡_v1 和_c1 誠實_a1 的_uj1 人_人2 做_v2 朋友_n1,大家都喜歡跟誠實的誰做朋友?,人1 + d1 + v1 + c1 + a1 + uj1 + 人2 + v2 + n1,人1 + d1 + v1 + a1 + uj1 + 誰 + v2 + n1,人2,人
686,我_人1 終_d1 於_nr1 明白_nr2 什麼_r1 是_v1 誠實_a1 了_ul1,誰終於明白什麼是誠實了?,人1 + d1 + nr1 + nr2 + r1 + v1 + a1 + ul1,誰 + d1 + nr1 + nr2 + r1 + v1 + a1 + ul1,人1,我
687,誠實_a1 的_uj1 人_人1 就是_d1 說到做到_l1 不_d2 說_v1 假_a2 話_n1 不_d3 騙_v2 人_人2,誠實的誰就是說到做到，不說假話，不騙人?,a1 + uj1 + 人1 + d1 + l1 + d2 + v1 + a2 + n1 + d3 + v2 + 人2,a1 + uj1 + 誰 + d1 + l1 + d2 + v1 + a2 + n1 + d2 + v2 + 人1,人1,人
688,中國_地1 有_v1 一個_m1 夸父追日_i1 的_uj1 傳說_n1,哪裡有一個夸父追日的傳說?,地1 + v1 + m1 + i1 + uj1 + n1,哪裡 + v1 + m1 + i1 + uj1 + n1,地1,中國
689,夸父_人1 是_v1 巨人族_n1 裡_f1 的_uj1 英雄_人2,誰是巨人族裡的英雄?,人1 + v1 + n1 + f1 + uj1 + 人2,誰 + v1 + n1 + f1 + uj1 + 人2,人1,夸父
690,他_人1 跑步_事1 像_v1 飛_v2 的_uj1 一樣_m1,誰跑步像飛一樣?,人1 + 事1 + v1 + v2 + uj1 + m1,誰 + 事1 + v1 + v2 + m1,人1,他
691,他_人1 跑步_事1 像_v1 飛_v2 的_uj1 一樣_m1,他做什麼事情像飛的一樣?,人1 + 事1 + v1 + v2 + uj1 + m1,人1 + 什麼事情 + v1 + v2 + uj1 + m1,事1,跑步
697,他_人1 拿著_v1 一根_m1 大_a1 木棒_物1 準備_v2 去_v3 山上_地1 打_v4 老虎_物2,有一天，誰拿著一根大木棒準備去山上打老虎?,人1 + v1 + m1 + a1 + 物1 + v2 + v3 + 地1 + v4 + 物2,誰 + v1 + m1 + a1 + 物1 + v2 + v3 + 地1 + v4 + 物2,人1,他
698,他_人1 拿著_v1 一根_m1 大_a1 木棒_物1 準備_v2 去_v3 山上_地1 打_v4 老虎_物2,有一天，他拿著一根什麼準備去山上打老虎?,人1 + v1 + m1 + a1 + 物1 + v2 + v3 + 地1 + v4 + 物2,人1 + v1 + m1 + 什麼 + v2 + v3 + 地1 + v4 + 物2,物1,木棒
699,他_人1 拿著_v1 一根_m1 大_a1 木棒_物1 準備_v2 去_v3 山上_地1 打_v4 老虎_物2,有一天，他拿著一根大木棒準備去哪裡打老虎?,人1 + v1 + m1 + a1 + 物1 + v2 + v3 + 地1 + v4 + 物2,人1 + v1 + m1 + a1 + 物1 + v2 + v3 + 哪裡 + v4 + 物2,地1,山上
703,夸父_人1 決定_v1 去_v2 找_v3 太陽_n1,誰決定去找太陽?,人1 + v1 + v2 + v3 + n1,誰 + v1 + v2 + v3 + n1,人1,夸父
704,夸父_人1 拿著_v1 手上_s1 的_uj1 大_n1 木棒_物1,誰拿著手上的大木棒?,人1 + v1 + s1 + uj1 + n1 + 物1,誰 + v1 + s1 + uj1 + n1 + 物1,人1,夸父
705,夸父_人1 拿著_v1 手上_s1 的_uj1 大_n1 木棒_物1,夸父拿著手上的什麼?,人1 + v1 + s1 + uj1 + n1 + 物1,人1 + v1 + s1 + uj1 + 什麼,物1,木棒
706,他_人1 使出_v1 全身_n1 的_uj1 力量_n2 跑_v2,誰使出全身的力量跑?,人1 + v1 + n1 + uj1 + n2 + v2,誰 + v1 + n1 + uj1 + n2 + v2,人1,他
707,他_人1 跑_v1 啊_y1 跑_v2 啊_y2,誰跑啊跑啊,人1 + v1 + y1 + v2 + y2,誰 + v1 + y1 + v1 + y1,人1,他
708,於_nr1 是_v1 跑_v2 到_v3 北邊_f1 的_uj1 大河_地1 去_v4 喝水_事1, 於是跑去北邊的哪裡去喝水?,nr1 + v1 + v2 + v3 + f1 + uj1 + 地1 + v4 + 事1,nr1 + v1 + v2 + v4 + f1 + uj1 + 哪裡 + v4 + 事1,地1,大河
709,於_nr1 是_v1 跑_v2 到_v3 北邊_f1 的_uj1 大河_地1 去_v4 喝水_事1,於是跑去北邊的大河去做什麼?,nr1 + v1 + v2 + v3 + f1 + uj1 + 地1 + v4 + 事1,nr1 + v1 + v2 + v4 + f1 + uj1 + 地1 + v4 + 什麼,事1,喝水
712,他_人1 大_d1 口_q1 大口_n1 的_uj1 喝_vg1,誰大口大口的喝,人1 + d1 + q1 + n1 + uj1 + vg1,誰 + d1 + q1 + d1 + q1 + uj1 + vg1,人1,他
713,一下子_m1 就_d1 把_p1 河水_物1 喝_vg1 光_n1 了_ul1,一下子就把什麼喝光了?,m1 + d1 + p1 + 物1 + vg1 + n1 + ul1,m1 + d1 + p1 + 什麼 + vg1 + n1 + ul1,物1,河水
714,夸父_人1 喝光_v1 了_ul1 河水_物1,誰喝光了河水?,人1 + v1 + ul1 + 物1,誰 + v1 + ul1 + 物1,人1,夸父
715,夸父_人1 喝光_v1 了_ul1 河水_物1,夸父喝光了什麼?,人1 + v1 + ul1 + 物1,人1 + v1 + ul1 + 什麼,物1,河水
716,他_人1 想去_v1 南邊_f1 的_uj1 大海_地1 喝水_事1,誰想去南邊的大海喝水,人1 + v1 + f1 + uj1 + 地1 + 事1,誰 + v1 + f1 + uj1 + 地1 + 事1,人1,他
717,他_人1 想去_v1 南邊_f1 的_uj1 大海_地1 喝水_事1,他想去南邊的哪裡喝水,人1 + v1 + f1 + uj1 + 地1 + 事1,人1 + v1 + f1 + uj1 + 哪裡 + 事1,地1,大海
718,他_人1 想去_v1 南邊_f1 的_uj1 大海_地1 喝水_事1,他想去南邊的大海做什麼,人1 + v1 + f1 + uj1 + 地1 + 事1,人1 + v1 + f1 + uj1 + 地1 + 什麼,事1,喝水
721,可惜_v1 他_人1 還_d1 沒_d2 跑_v2 到_v3 大海_地1,可惜誰還沒跑到大海,v1 + 人1 + d1 + d2 + v2 + v3 + 地1,v1 + 誰 + d1 + d2 + v2 + v3 + 地1,人1,他
722,可惜_v1 他_人1 還_d1 沒_d2 跑_v2 到_v3 大海_地1,可惜他還沒跑到哪裡,v1 + 人1 + d1 + d2 + v2 + v3 + 地1,v1 + 人1 + d1 + d2 + v2 + v3 + 哪裡,地1,大海
725,夸父_人1 丟_v1 在_p1 身旁_s1 的_uj1 大_n1 木棒_物1,誰丟在身旁的大木棒,人1 + v1 + p1 + s1 + uj1 + n1 + 物1,誰 + v1 + p1 + s1 + uj1 + n1 + 物1,人1,夸父
726,夸父_人1 丟_v1 在_p1 身旁_s1 的_uj1 大_n1 木棒_物1,夸父丟在身旁的什麼,人1 + v1 + p1 + s1 + uj1 + n1 + 物1,人1 + v1 + p1 + s1 + uj1 + 什麼,物1,木棒
727,夸父_人1 的_uj1 身子_物1 就_d1 變成_v1 了_ul1 一座_m1 大山_地1,誰的身子就變成了一座大山?,人1 + uj1 + 物1 + d1 + v1 + ul1 + m1 + 地1,誰 + uj1 + 物1 + d1 + v1 + ul1 + m1 + 地1,人1,夸父
728,夸父_人1 的_uj1 身子_物1 就_d1 變成_v1 了_ul1 一座_m1 大山_地1,夸父的什麼就變成了一座大山,人1 + uj1 + 物1 + d1 + v1 + ul1 + m1 + 地1,人1 + uj1 + 什麼 + d1 + v1 + ul1 + m1 + 地1,物1,身子
729,從前_時1 有_v1 兩個_m1 和尚_人1,何時有兩個和尚,時1 + v1 + m1 + 人1,何時 + v1 + m1 + 人1,時1,從前
730,從前_時1 有_v1 兩個_m1 和尚_人1,從前有兩個誰?,時1 + v1 + m1 + 人1,時1 + v1 + m1 + 誰,人1,和尚
732,一個_m1 和尚_人1 很_d1 有_v1 錢_物1,一個和尚很有什麼,m1 + 人1 + d1 + v1 + 物1,m1 + 人1 + d1 + v1 + 什麼,物1,錢
737,我_人1 希望_v1 有_v2 機會_n1 到_v3 南海_地1 拜佛取經_事1,我希望有機會到哪裡拜佛取經?,人1 + v1 + v2 + n1 + v3 + 地1 + 事1,人1 + v1 + v2 + n1 + v3 + 哪裡 + 事1,地1,南海
738,我_人1 希望_v1 有_v2 機會_n1 到_v3 南海_地1 拜佛取經_事1,我希望有機會到南海做什麼事情?,人1 + v1 + v2 + n1 + v3 + 地1 + 事1,人1 + v1 + v2 + n1 + v3 + 地1 + 什麼事情,事1,拜佛取經
739,我_人1 也_d1 想_v1 去_v2 南海_地1 拜佛取經_事1,誰也想去南海拜佛取經?,人1 + d1 + v1 + v2 + 地1 + 事1,誰 + d1 + v1 + v2 + 地1 + 事1,人1,我
740,我_人1 也_d1 想_v1 去_v2 南海_地1 拜佛取經_事1,我也想去哪裡拜佛取經,人1 + d1 + v1 + v2 + 地1 + 事1,人1 + d1 + v1 + v2 + 哪裡 + 事1,地1,南海
741,我_人1 也_d1 想_v1 去_v2 南海_地1 拜佛取經_事1,我也想去南海做什麼事情?,人1 + d1 + v1 + v2 + 地1 + 事1,人1 + d1 + v1 + v2 + 地1 + 什麼事情,事1,拜佛取經
745,竟然_d1 要_v1 去_v2 南海_地1 拜佛取經_事1,竟然要去哪裡拜佛取經,d1 + v1 + v2 + 地1 + 事1,d1 + v1 + v2 + 哪裡 + 事1,地1,南海
746,竟然_d1 要_v1 去_v2 南海_地1 拜佛取經_事1,竟然要去南海做什麼事情?,d1 + v1 + v2 + 地1 + 事1,d1 + v1 + v2 + 地1 + 什麼事情,事1,拜佛取經
749,我_人1 想_v1 只要_c1 有_v2 決心_物1,誰想只要有決心,人1 + v1 + c1 + v2 + 物1,誰 + v1 + c1 + v2 + 物1,人1,我
750,我_人1 想_v1 只要_c1 有_v2 決心_物1,我想只要有什麼東西,人1 + v1 + c1 + v2 + 物1,人1 + v1 + c1 + v2 + 什麼東西,物1,決心
751,窮和尚_人1 就_d1 下_v1 定_v2 決心_v3,誰就下定決心?,人1 + d1 + v1 + v2 + v3,誰 + d1 + v1 + v2 + v3,人1,窮和尚
755,只_d1 帶_v1 了_ul1 缽_物1 和_c1 木杖_物2,只帶了什麼東西和木杖,d1 + v1 + ul1 + 物1 + c1 + 物2,d1 + v1 + ul1 + 什麼東西 + c1 + 物2,物1,缽
756,只_d1 帶_v1 了_ul1 缽_物1 和_c1 木杖_物2,只帶了缽和什麼東西,d1 + v1 + ul1 + 物1 + c1 + 物2,d1 + v1 + ul1 + 物1 + c1 + 什麼東西,物2,木杖
757,動身_n1 到_v1 南海_地1 去_v2 了_ul1,動身到哪裡去了?,n1 + v1 + 地1 + v2 + ul1,n1 + v1 + 哪裡 + v2 + ul1,地1,南海
758,他_人1 靠著_v1 兩條_m1 腿_物1,他靠著兩條什麼?,人1 + v1 + m1 + 物1,人1 + v1 + m1 + 什麼,物1,腿
760,就_d1 拿著_v1 缽_物1,就拿著什麼?,d1 + v1 + 物1,d1 + v1 + 什麼,物1,缽
761,向_p1 一些_m1 居民_人1 化_n1 緣_zg1,向誰化緣?,p1 + m1 + 人1 + n1 + zg1,p1 + 誰 + n1 + zg1,人1,居民
762,要_v1 一些_m1 粗糙_a1 的_uj1 食物_物1 吃_v2,要一些粗糙的什麼吃?,v1 + m1 + a1 + uj1 + 物1 + v2,v1 + m1 + a1 + uj1 + 什麼 + v2,物1,食物
766,就_d1 到_v1 樹上_地1 或_c1 山洞_地2 裡_zg1 休息_事1,就到哪裡或山洞休息,d1 + v1 + 地1 + c1 + 地2 + zg1 + 事1,d1 + v1 + 哪裡 + c1 + 地2 + 事1,地1,樹上
767,就_d1 到_v1 樹上_地1 或_c1 山洞_地2 裡_zg1 休息_事1,就到樹上或哪裡休息,d1 + v1 + 地1 + c1 + 地2 + zg1 + 事1,d1 + v1 + 地1 + c1 + 哪裡 + 事1,地2,山洞
768,就_d1 到_v1 樹上_地1 或_c1 山洞_地2 裡_zg1 休息_事1,就到樹上或山洞做什麼事情,d1 + v1 + 地1 + c1 + 地2 + zg1 + 事1,d1 + v1 + 地1 + c1 + 地2 + 什麼事情,事1,休息
772,窮和尚_人1 到_v1 了_ul1 南海_地1,誰到了南海,人1 + v1 + ul1 + 地1,誰 + v1 + ul1 + 地1,人1,窮和尚
773,窮和尚_人1 到_v1 了_ul1 南海_地1,窮和尚到了哪裡,人1 + v1 + ul1 + 地1,人1 + v1 + ul1 + 哪裡,地1,南海
774,取得_v1 一些_m1 經書_物1 回來_v2 了_ul1,取得一些什麼東西回來了,v1 + m1 + 物1 + v2 + ul1,v1 + m1 + 什麼東西 + v2 + ul1,物1,經書
779,而_c1 富和尚_人1 還_d1 在_p1 計畫_事1,而誰還在計畫,c1 + 人1 + d1 + p1 + 事1,c1 + 誰 + d1 + p1 + 事1,人1,富和尚
780,而_c1 富和尚_人1 還_d1 在_p1 計畫_事1,而富和尚還在做什麼事情,c1 + 人1 + d1 + p1 + 事1,c1 + 人1 + d1 + p1 + 什麼事情,事1,計畫
781,要_v1 如何_r1 去_v2 南海_地1 取經_事1,要如何去哪裡取經,v1 + r1 + v2 + 地1 + 事1,v1 + r1 + v2 + 哪裡 + 事1,地1,南海
782,要_v1 如何_r1 去_v2 南海_地1 取經_事1,要如何去南海做什麼事情,v1 + r1 + v2 + 地1 + 事1,v1 + r1 + v2 + 地1 + 什麼事情,事1,取經
783,泰國_地1 是_v1 個_q1 熱帶_n1 地方_n2,哪裡是個熱帶地方?,地1 + v1 + q1 + n1 + n2,哪裡 + v1 + q1 + n1 + n2,地1,泰國
784,出產_vn1 很多_m1 水果_物1,出產很多什麼?,vn1 + m1 + 物1,vn1 + m1 + 什麼,物1,水果
785,這些_r1 水果_物1 很_d1 受_v1 觀光客_人1 的_uj1 喜愛_v2,這些什麼很受觀光的喜愛?,r1 + 物1 + d1 + v1 + 人1 + uj1 + v2,r1 + 什麼 + d1 + v1 + uj1 + v2,物1,水果
788,打開_v1 外皮_物1 可以_c1 看到_v2 白色_n1 果肉_物2,打開什麼可以看到白色果肉,v1 + 物1 + c1 + v2 + n1 + 物2,v1 + 什麼 + c1 + v2 + n1 + 物2,物1,外皮
789,打開_v1 外皮_物1 可以_c1 看到_v2 白色_n1 果肉_物2,打開外皮可以看到白色的什麼,v1 + 物1 + c1 + v2 + n1 + 物2,v1 + 物1 + c1 + v2 + n1 + 什麼,物2,果肉
793,泰國_地1 榴槤_物1,哪裡的榴槤,地1 + 物1,哪裡 + 物1,地1,泰國
794,泰國_地1 榴槤_物1,泰國的什麼,地1 + 物1,地1 + 什麼,物1,榴槤
795,可是_c1 世上_s1 最獨_d1 特的_d2 水果_物1,可是世上最獨特的什麼,c1 + s1 + d1 + d2 + 物1,c1 + s1 + d1 + d2 + 什麼,物1,水果
796,外皮_物1 長_a1 了_ul1 一根_m1 根_p1 尖利_a2 的_uj1 刺_物2,什麼東西長了一根根尖利的刺,物1 + a1 + ul1 + m1 + p1 + a2 + uj1 + 物2,什麼東西 + a1 + ul1 + m1 + p1 + a2 + uj1 + 物2,物1,外皮
797,榴槤_物1 外_f1 表並_v1 不_d1 好看_v2,什麼東西外表並不好看,物1 + f1 + v1 + d1 + v2,什麼東西 + f1 + v1 + d1 + v2,物1,榴槤
799,但是_c1 裡面_f1 的_uj1 果肉_物1,但是裡面的什麼東西,c1 + f1 + uj1 + 物1,c1 + f1 + uj1 + 什麼東西,物1,果肉
802,喜歡_v1 它_r1 的_uj1 人_人1,喜歡它的誰,v1 + r1 + uj1 + 人1,v1 + r1 + uj1 + 誰,人1,人
803,說_v1 這_r1 是_v2 全世界_n1 最_d1 好吃_v3 的_uj1 水果_物1,說這是全世界最好吃的甚麼東西,v1 + r1 + v2 + n1 + d1 + v3 + uj1 + 物1,v1 + r1 + v2 + n1 + d1 + v3 + uj1 + 什麼,物1,水果
805,不_d1 喜歡_v1 它_r1 的_uj1 人_人1 一_m1 聞到_v2 榴槤_物1 就_d2 掩著_v3 鼻子_物2 離開_v4,不喜歡它的人，一聞到什麼東西，就掩著鼻子離開,d1 + v1 + r1 + uj1 + 人1 + m1 + v2 + 物1 + d2 + v3 + 物2 + v4,d1 + v1 + r1 + uj1 + 人1 + m1 + v2 + 什麼東西 + d2 + v3 + 物2 + v4,物1,榴槤
806,不_d1 喜歡_v1 它_r1 的_uj1 人_人1 一_m1 聞到_v2 榴槤_物1 就_d2 掩著_v3 鼻子_物2 離開_v4,不喜歡它的人，一聞到榴槤，就掩著什麼離開,d1 + v1 + r1 + uj1 + 人1 + m1 + v2 + 物1 + d2 + v3 + 物2 + v4,d1 + v1 + r1 + uj1 + 人1 + m1 + v2 + 物1 + d2 + v3 + 什麼 + v4,物2,鼻子
807,不_d1 喜歡_v1 它_r1 的_uj1 人_人1,不喜歡它的誰,d1 + v1 + r1 + uj1 + 人1,d1 + v1 + r1 + uj1 + 誰,人1,人
808,一_m1 聞到_v1 榴槤_物1,一聞到什麼東西,m1 + v1 + 物1,m1 + v1 + 什麼東西,物1,榴槤
809,就_d1 掩著_v1 鼻子_物1 離開_v2,就掩著什麼離開,d1 + v1 + 物1 + v2,d1 + v1 + 什麼 + v2,物1,鼻子
811,聽說榴槤_物1 很_d1 有_v1 營養_n1,聽說什麼東西很有營養,物1 + d1 + v1 + n1,什麼東西 + d1 + v1 + n1,物1,聽說榴槤
812,泰國_地1 還_d1 有_v1 一種_m1 被_p1 稱為_v2 果后_nrt1 的_uj1 水果_物1,哪裡還有一種被稱為果后的水果,地1 + d1 + v1 + m1 + p1 + v2 + nrt1 + uj1 + 物1,哪裡 + d1 + v1 + m1 + p1 + v2 + nrt1 + uj1 + 物1,地1,泰國
813,泰國_地1 還_d1 有_v1 一種_m1 被_p1 稱為_v2 果后_nrt1 的_uj1 水果_物1,泰國還有一種被稱為果后的什麼東西,地1 + d1 + v1 + m1 + p1 + v2 + nrt1 + uj1 + 物1,地1 + d1 + v1 + m1 + p1 + v2 + nrt1 + uj1 + 什麼東西,物1,水果
817,山竹_物1 的_uj1 外皮_物2 是_v1 深_a1 紅色_n1,什麼東西的外皮是深紅色,物1 + uj1 + 物2 + v1 + a1 + n1,什麼東西 + uj1 + 物2 + v1 + a1 + n1,物1,山竹
818,山竹_物1 的_uj1 外皮_物2 是_v1 深_a1 紅色_n1,山竹的什麼是深紅色,物1 + uj1 + 物2 + v1 + a1 + n1,物1 + uj1 + 什麼 + v1 + a1 + n1,物2,外皮
821,波羅蜜_物1 也_d1 是_v1 神奇_a1 的_uj1 水果_物2,什麼東西也是神奇的水果,物1 + d1 + v1 + a1 + uj1 + 物2,什麼東西 + d1 + v1 + a1 + uj1 + 物2,物1,波羅蜜
822,波羅蜜_物1 也_d1 是_v1 神奇_a1 的_uj1 水果_物2,波羅蜜也是神奇的什麼,物1 + d1 + v1 + a1 + uj1 + 物2,物1 + d1 + v1 + a1 + uj1 + 什麼,物2,水果
823,一_m1 個_m2 波羅蜜_物1 有_v1 十斤_m3 左右_m4,一個什麼東西有十斤左右,m1 + m2 + 物1 + v1 + m3 + m4,m1 + m2 + 什麼東西 + v1 + m3 + m4,物1,波羅蜜
824,它_r1 結在_v1 樹上_地1,它結在哪裡,r1 + v1 + 地1,r1 + v1 + 哪裡,地1,樹上
828,只_d1 靠著_v1 一根_m1 短小_b1 的_uj1 蒂_物1,只靠著一根短小的什麼,d1 + v1 + m1 + b1 + uj1 + 物1,d1 + v1 + m1 + b1 + uj1 + 什麼,物1,蒂
829,就_d1 把_p1 十幾斤_m1 的_uj1 波羅蜜_物1 掛_v1 在_p2 樹上_地1,就把十幾斤的什麼掛在樹上,d1 + p1 + m1 + uj1 + 物1 + v1 + p2 + 地1,d1 + p1 + m1 + uj1 + 什麼 + v1 + p2 + 地1,物1,波羅蜜
830,就_d1 把_p1 十幾斤_m1 的_uj1 波羅蜜_物1 掛_v1 在_p2 樹上_地1,就把十幾斤的波羅蜜掛在哪裡,d1 + p1 + m1 + uj1 + 物1 + v1 + p2 + 地1,d1 + p1 + m1 + uj1 + 物1 + v1 + p2 + 哪裡,地1,樹上
834,泰國_地1 有_v1 很多_m1 好吃_v2 的_uj1 水果_物1,哪裡有很多好吃的水果,地1 + v1 + m1 + v2 + uj1 + 物1,哪裡 + v1 + m1 + v2 + uj1 + 物1,地1,泰國
835,泰國_地1 有_v1 很多_m1 好吃_v2 的_uj1 水果_物1,泰國有很多好吃的什麼,地1 + v1 + m1 + v2 + uj1 + 物1,地1 + v1 + m1 + v2 + uj1 + 什麼,物1,水果
836,可_v1 以_p1 稱得_v2 上_f1 是_v3 水果_物1 王國_nr1,可以稱得上是什麼王國,v1 + p1 + v2 + f1 + v3 + 物1 + nr1,v1 + p1 + v2 + f1 + v3 + 什麼 + nr1,物1,水果
840,目的_n1 是_v1 去_v2 海邊_地1 玩_v3,目的是去哪裡玩,n1 + v1 + v2 + 地1 + v3,n1 + v1 + v2 + 哪裡 + v3,地1,海邊
841,車子_物1 走_v1 在_p1 海邊_地1 的_uj1 公路_地2 上_f1,什麼走在海邊的公路上,物1 + v1 + p1 + 地1 + uj1 + 地2 + f1,什麼 + v1 + p1 + 地1 + uj1 + 地2 + f1,物1,車子
842,車子_物1 走_v1 在_p1 海邊_地1 的_uj1 公路_地2 上_f1,車子走在哪裡的公路上,物1 + v1 + p1 + 地1 + uj1 + 地2 + f1,物1 + v1 + p1 + 哪裡 + uj1 + 地2 + f1,地1,海邊
843,車子_物1 走_v1 在_p1 海邊_地1 的_uj1 公路_地2 上_f1,車子走在海邊的什麼地方上,物1 + v1 + p1 + 地1 + uj1 + 地2 + f1,物1 + v1 + p1 + 地1 + uj1 + 什麼地方 + f1,地2,公路
846,我們_人1 從_p1 車裡_地1 向外看_v1,誰從車裡向外看,人1 + p1 + 地1 + v1,誰 + p1 + 地1 + v1,人1,我們
847,一路上_l1 看到_v1 廣_zg1 闊_a1 的_uj1 大海_地1,一路上看到廣闊的什麼地方?,l1 + v1 + zg1 + a1 + uj1 + 地1,l1 + v1 + zg1 + a1 + uj1 + 什麼地方,地1,大海
848,海灘_地1 上_f1 遍滿_v1 黑色_n1 的_uj1 石頭_物1,哪裡遍滿黑色的石頭,地1 + f1 + v1 + n1 + uj1 + 物1,哪裡 + v1 + n1 + uj1 + 物1,地1,海灘
849,海灘_地1 上_f1 遍滿_v1 黑色_n1 的_uj1 石頭_物1,海灘變滿黑色的什麼?,地1 + f1 + v1 + n1 + uj1 + 物1,地1 + n1 + uj1 + 什麼,物1,石頭
852,像是_v1 怪獸_人1 身上_s1 長_a1 滿_a2 了_ul1 鱗片_物1,像是誰身上長滿了鱗片,v1 + 人1 + s1 + a1 + a2 + ul1 + 物1,v1 + 誰 + s1 + a1 + a2 + ul1 + 物1,人1,怪獸
853,像是_v1 怪獸_人1 身上_s1 長_a1 滿_a2 了_ul1 鱗片_物1,像是怪獸身上長滿了什麼?,v1 + 人1 + s1 + a1 + a2 + ul1 + 物1,v1 + 人1 + s1 + a1 + a2 + ul1 + 什麼,物1,鱗片
857,朵朵_q1 的_uj1 浪花_物1,朵朵的什麼東西,q1 + uj1 + 物1,q1 + uj1 + 什麼東西,物1,浪花
858,像_v1 穿著_n1 白_a1 戰衣_物1 的_uj1 勇士_人1,像是穿著什麼的勇士,v1 + n1 + a1 + 物1 + uj1 + 人1,v1 + n1 + 什麼 + uj1 + 人1,物1,戰衣
859,像_v1 穿著_n1 白_a1 戰衣_物1 的_uj1 勇士_人1,像是穿著白戰衣的誰,v1 + n1 + a1 + 物1 + uj1 + 人1,v1 + n1 + a1 + 物1 + uj1 + 誰,人1,勇士
863,當_zg1 浪花_物1 打_v1 在_p1 大_n1 石頭_物2 上_f1,當浪花打在什麼上,zg1 + 物1 + v1 + p1 + n1 + 物2 + f1,zg1 + 物1 + v1 + p1 + 什麼 + f1,物2,石頭
864,當_zg1 浪花_物1 打_v1 在_p1 大_n1 石頭_物2 上_f1,當什麼打在石頭上,zg1 + 物1 + v1 + p1 + n1 + 物2 + f1,zg1 + 什麼 + v1 + p1 + 物2 + f1,物1,浪花
